Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),5.55,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1400000, velocity='80000'),31.32,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1061500, velocity='800000'),2.49,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-300, pipette_tip_type=200),4.2,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1021500, velocity='800000'),2.26,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=None, turn_off_air_valve=True),4.46,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1061500, velocity='800000'),2.47,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-300, pipette_tip_type=200),4.36,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1021500, velocity='800000'),2.26,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=None, turn_off_air_valve=True),4.48,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1061500, velocity='800000'),2.26,
Aspirate 75 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=750, pressure=-300, pipette_tip_type=200),4.21,
Dispense 75 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=750, pressure=None, turn_off_air_valve=True),4.5,
Aspirate 75 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=750, pressure=-300, pipette_tip_type=200),4.39,
Dispense 75 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=750, pressure=None, turn_off_air_valve=True),4.37,
Aspirate 75 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=750, pressure=-300, pipette_tip_type=200),4.37,
Dispense 75 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=750, pressure=None, turn_off_air_valve=True),4.39,
Aspirate 75 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=750, pressure=-300, pipette_tip_type=200),4.25,
Dispense 75 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=750, pressure=None, turn_off_air_valve=True),4.34,
Aspirate 75 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=750, pressure=-300, pipette_tip_type=200),4.22,
Dispense 75 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=750, pressure=None, turn_off_air_valve=True),4.38,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-961500, velocity='800000'),2.72,
Wait 10 seconds,delay,10,
Dispense 25 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=250, pressure=100, turn_off_air_valve=True),4.07,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1061500, velocity='800000'),2.71,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.24,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=50),4.3,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.16,
Wait 2 seconds,delay,2,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=100, turn_off_air_valve=True),4.06,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1095000, velocity='800000'),2.71,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.21,
Aspirate 44 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=440, pressure=-100, pipette_tip_type=50),4.28,
Dispense 44 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=440, pressure=100, turn_off_air_valve=True),4.33,
Wait 10 seconds,delay,10,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=100, turn_off_air_valve=True),4.04,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1095000, velocity='800000'),2.47,
Aspirate 40 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=400, pressure=-100, pipette_tip_type=50),4.24,
Wait 2 seconds,delay,2,
Dispense 40 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=400, pressure=None, turn_off_air_valve=True),4.08,
Wait 2 seconds,delay,2,
Aspirate 40 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=400, pressure=-100, pipette_tip_type=50),4.35,
Wait 2 seconds,delay,2,
Dispense 40 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=400, pressure=None, turn_off_air_valve=True),4.19,
Wait 2 seconds,delay,2,
Aspirate 40 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=400, pressure=-100, pipette_tip_type=50),4.19,
Wait 2 seconds,delay,2,
Dispense 40 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=400, pressure=None, turn_off_air_valve=True),4.14,
Wait 2 seconds,delay,2,
Aspirate 40 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=400, pressure=-100, pipette_tip_type=50),4.18,
Wait 2 seconds,delay,2,
Dispense 40 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=400, pressure=None, turn_off_air_valve=True),4.06,
Wait 2 seconds,delay,2,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-995000, velocity='800000'),2.72,
Wait 10 seconds,delay,10,
Dispense 30 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=300, pressure=100, turn_off_air_valve=True),4.04,
Wait 10 seconds,delay,10,
Dispense 30 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=300, pressure=100, turn_off_air_valve=True),4.09,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1095000, velocity='800000'),2.72,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),41.23,
Wait 5 minutes,delay,300.0,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.2,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-100, pipette_tip_type=200),4.79,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1041500, velocity='800000'),2.03,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.6,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1061500, velocity='800000'),2.06,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-100, pipette_tip_type=200),4.74,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1041500, velocity='800000'),2.04,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.59,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1061500, velocity='800000'),2.03,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-100, pipette_tip_type=200),4.75,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1041500, velocity='800000'),2.03,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.71,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1061500, velocity='800000'),2.04,
Aspirate 75 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=750, pressure=-100, pipette_tip_type=200),4.55,
Dispense 75 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=750, pressure=100, turn_off_air_valve=True),4.48,
Aspirate 75 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=750, pressure=-100, pipette_tip_type=200),4.49,
Dispense 75 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=750, pressure=100, turn_off_air_valve=True),4.46,
Wait 10 seconds,delay,10,
Dispense 25 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=250, pressure=100, turn_off_air_valve=True),4.02,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.24,
Wait 2 minutes,delay,120.0,
Aspirate 91 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=910, pressure=-100, pipette_tip_type=200),4.52,
Dispense 91 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=910, pressure=100, turn_off_air_valve=True),4.49,
Wait 3 seconds,delay,3,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=100, turn_off_air_valve=True),4.08,
Aspirate 80 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=800, pressure=-100, pipette_tip_type=200),4.59,
Wait 5 seconds,delay,5,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=100, turn_off_air_valve=True),4.42,
Wait 10 seconds,delay,10,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.21,
Wait 10 seconds,delay,10,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.23,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1095000, velocity='800000'),2.25,
Aspirate 125 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1250, pressure=-300, pipette_tip_type=200),4.28,
Wait 2 seconds,delay,2,
Dispense 125 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1250, pressure=None, turn_off_air_valve=True),4.64,
Wait 2 seconds,delay,2,
Aspirate 125 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1250, pressure=-100, pipette_tip_type=200),4.91,
Wait 2 seconds,delay,2,
Dispense 125 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1250, pressure=None, turn_off_air_valve=True),4.53,
Wait 2 seconds,delay,2,
Aspirate 125 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1250, pressure=-100, pipette_tip_type=200),4.85,
Wait 2 seconds,delay,2,
Dispense 125 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1250, pressure=None, turn_off_air_valve=True),4.56,
Wait 2 seconds,delay,2,
Aspirate 125 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1250, pressure=-100, pipette_tip_type=200),4.88,
Wait 2 seconds,delay,2,
Dispense 125 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1250, pressure=None, turn_off_air_valve=True),4.57,
Wait 2 seconds,delay,2,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-995000, velocity='800000'),2.7,
Wait 10 seconds,delay,10,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.19,
Wait 10 seconds,delay,10,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.21,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1095000, velocity='800000'),2.72,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),58.66,
Wait 3 minutes,delay,180.0,
Wait 5 minutes,delay,300.0,
Aspirate 170 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1700, pressure=-100, pipette_tip_type=200),5.24,
Dispense 170 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1700, pressure=100, turn_off_air_valve=True),5.07,
Wait 3 seconds,delay,3,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.16,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.21,
Aspirate 150 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1500, pressure=-100, pipette_tip_type=1000),4.58,
Dispense 150 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1500, pressure=100, turn_off_air_valve=True),4.51,
Wait 20 seconds,delay,20,
Aspirate 160 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1600, pressure=-100, pipette_tip_type=1000),4.57,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=100, turn_off_air_valve=True),4.46,
Wait 3 seconds,delay,3,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.08,
Aspirate 150 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1500, pressure=-100, pipette_tip_type=1000),4.61,
Dispense 150 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1500, pressure=100, turn_off_air_valve=True),4.42,
Wait 20 seconds,delay,20,
Aspirate 200 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=2000, pressure=-100, pipette_tip_type=1000),4.76,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=100, turn_off_air_valve=True),4.61,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.22,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=50),4.25,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.2,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=50),4.16,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.15,
Wait 3 minutes,delay,180.0,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.2,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=50),4.24,
Dispense 52 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=520, pressure=100, turn_off_air_valve=True),4.22,
Aspirate 30 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=300, pressure=-100, pipette_tip_type=50),4.06,
Dispense 30 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=300, pressure=100, turn_off_air_valve=True),4.1,
Aspirate 30 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=300, pressure=-100, pipette_tip_type=50),4.05,
Dispense 30 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=300, pressure=100, turn_off_air_valve=True),4.03,
Aspirate 30 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=300, pressure=-100, pipette_tip_type=50),4.11,
Dispense 30 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=300, pressure=100, turn_off_air_valve=True),4.11,
Wait 30 seconds,delay,30,
Wait 10 seconds,delay,10,
Dispense 15 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=150, pressure=100, turn_off_air_valve=True),4.08,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),40.96,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.21,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-100, pipette_tip_type=50),4.14,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=100, turn_off_air_valve=True),4.07,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.21,
Aspirate 9 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=90, pressure=-100, pipette_tip_type=50),4.08,
Dispense 9 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=90, pressure=100, turn_off_air_valve=True),4.05,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-890000, velocity='800000'),2.27,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-100, pipette_tip_type=50),4.06,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=100, turn_off_air_valve=True),4.13,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-100, pipette_tip_type=50),4.09,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=100, turn_off_air_valve=True),4.06,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-100, pipette_tip_type=50),4.08,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=100, turn_off_air_valve=True),4.06,
Wait 2 seconds,delay,2,
Dispense 5 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=50, pressure=100, turn_off_air_valve=True),4.04,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.24,
Aspirate 27 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=270, pressure=-100, pipette_tip_type=50),4.04,
Wait 5 seconds,delay,5,
Dispense 27 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=270, pressure=100, turn_off_air_valve=True),4.03,
Wait 5 seconds,delay,5,
Dispense 10 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=100, pressure=100, turn_off_air_valve=True),4.07,
Wait 3 minutes,delay,180.0,
Wait 120 seconds,delay,120,
Wait 240 seconds,delay,240,
Wait 120 seconds,delay,120,
Wait 240 seconds,delay,240,
Wait 120 seconds,delay,120,
Wait 240 seconds,delay,240,
Wait 120 seconds,delay,120,
Wait 240 seconds,delay,240,
Wait 120 seconds,delay,120,
Wait 240 seconds,delay,240,
Wait 120 seconds,delay,120,
Wait 240 seconds,delay,240,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),41.97,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.23,
Aspirate 30 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=300, pressure=-100, pipette_tip_type=50),4.01,
Dispense 30 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=300, pressure=100, turn_off_air_valve=True),4.03,
Wait 3 seconds,delay,3,
Dispense 5 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=50, pressure=100, turn_off_air_valve=True),4.03,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-890000, velocity='800000'),1.8,
Aspirate 5 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=50, pressure=-100, pipette_tip_type=50),4.06,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-790000, velocity='800000'),2.72,
Dispense 5 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=50, pressure=100, turn_off_air_valve=True),4.06,
Wait 3 seconds,delay,3,
Dispense 2 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=20, pressure=100, turn_off_air_valve=True),3.96,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-890000, velocity='800000'),2.7,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.21,
Aspirate 10 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=100, pressure=-100, pipette_tip_type=50),4.05,
Dispense 10 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=100, pressure=100, turn_off_air_valve=True),4.03,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-890000, velocity='800000'),2.25,
Aspirate 30 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=300, pressure=-100, pipette_tip_type=50),4.01,
Wait 2 seconds,delay,2,
Dispense 30 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=300, pressure=None, turn_off_air_valve=True),4.09,
Wait 2 seconds,delay,2,
Aspirate 30 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=300, pressure=-100, pipette_tip_type=50),4.05,
Wait 2 seconds,delay,2,
Dispense 30 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=300, pressure=None, turn_off_air_valve=True),4.07,
Wait 2 seconds,delay,2,
Aspirate 30 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=300, pressure=-100, pipette_tip_type=50),4.09,
Wait 2 seconds,delay,2,
Dispense 30 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=300, pressure=None, turn_off_air_valve=True),4.05,
Wait 2 seconds,delay,2,
Aspirate 30 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=300, pressure=-100, pipette_tip_type=50),4.14,
Wait 2 seconds,delay,2,
Dispense 30 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=300, pressure=None, turn_off_air_valve=True),4.11,
Wait 2 seconds,delay,2,
Aspirate 30 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=300, pressure=-100, pipette_tip_type=50),4.05,
Wait 2 seconds,delay,2,
Dispense 30 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=300, pressure=None, turn_off_air_valve=True),4.04,
Wait 2 seconds,delay,2,
Wait 3 seconds,delay,3,
Dispense 10 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=100, pressure=100, turn_off_air_valve=True),4.02,
Wait 10 seconds,delay,10,
Aspirate 5 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=50, pressure=-100, pipette_tip_type=50),4.06,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-790000, velocity='800000'),2.71,
Dispense 5 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=50, pressure=100, turn_off_air_valve=True),3.95,
Wait 3 seconds,delay,3,
Dispense 2 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=20, pressure=100, turn_off_air_valve=True),3.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-890000, velocity='800000'),2.72,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.21,
Aspirate 18 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=180, pressure=-100, pipette_tip_type=50),4.1,
Dispense 18 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=180, pressure=100, turn_off_air_valve=True),4.04,
Wait 10 seconds,delay,10,
Dispense 10 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=100, pressure=None, turn_off_air_valve=True),4.11,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-998000, velocity='800000'),2.47,
Wait 2 minutes,delay,120.0,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.19,
Aspirate 8 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=80, pressure=-100, pipette_tip_type=50),4.02,
Dispense 8 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=80, pressure=100, turn_off_air_valve=True),4.07,
Wait 3 seconds,delay,3,
Dispense 5 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=50, pressure=100, turn_off_air_valve=True),4.05,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-998000, velocity='800000'),2.47,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-20, pipette_tip_type=50),4.46,
Wait 3 seconds,delay,3,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=None, turn_off_air_valve=True),4.05,
Wait 3 seconds,delay,3,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-20, pipette_tip_type=50),4.46,
Wait 3 seconds,delay,3,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=None, turn_off_air_valve=True),4.07,
Wait 3 seconds,delay,3,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-20, pipette_tip_type=50),4.45,
Wait 3 seconds,delay,3,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=None, turn_off_air_valve=True),4.19,
Wait 3 seconds,delay,3,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-20, pipette_tip_type=50),4.46,
Wait 3 seconds,delay,3,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=None, turn_off_air_valve=True),4.08,
Wait 3 seconds,delay,3,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-20, pipette_tip_type=50),4.52,
Wait 3 seconds,delay,3,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=None, turn_off_air_valve=True),4.21,
Wait 3 seconds,delay,3,
Aspirate 5 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=50, pressure=-100, pipette_tip_type=50),4.08,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-948000, velocity='800000'),2.48,
Dispense 5 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=50, pressure=100, turn_off_air_valve=True),4.02,
Wait 3 seconds,delay,3,
Dispense 2 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=20, pressure=100, turn_off_air_valve=True),3.9,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-998000, velocity='800000'),2.47,
Aspirate 22 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=220, pressure=-20, pipette_tip_type=50),4.61,
Dispense 22 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=220, pressure=20, turn_off_air_valve=True),4.83,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),46.46,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.25,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-100, pipette_tip_type=200),4.45,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.5,
Wait 0.5 seconds,delay,0.5,
Wait 0.25 seconds,delay,0.25,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 1 second,delay,1,
Wait 13.5 seconds,delay,13.5,
