Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),8.89,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-300, pipette_tip_type=200),4.15,
Aspirate 300 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=3000, pressure=-300, pipette_tip_type=1000),4.46,
Dispense 300 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=3000, pressure=100, turn_off_air_valve=True),4.85,
Wait 5 seconds,delay,5,
Aspirate 300 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=3000, pressure=-300, pipette_tip_type=1000),4.49,
Dispense 300 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=3000, pressure=100, turn_off_air_valve=True),4.88,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.14,
Aspirate 300 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=3000, pressure=-300, pipette_tip_type=1000),4.45,
Dispense 300 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=3000, pressure=100, turn_off_air_valve=True),4.87,
Wait 5 seconds,delay,5,
Aspirate 300 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=3000, pressure=-300, pipette_tip_type=1000),4.45,
Dispense 300 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=3000, pressure=100, turn_off_air_valve=True),4.85,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.13,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-300, pipette_tip_type=50),4.06,
Dispense 25 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=250, pressure=None, turn_off_air_valve=True),4.24,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),2.44,
Wait 5 minutes,delay,300.0,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.12,
Aspirate 80 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=800, pressure=-300, pipette_tip_type=200),4.09,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=None, turn_off_air_valve=True),4.17,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-300, pipette_tip_type=200),4.1,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),4.17,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-300, pipette_tip_type=200),4.05,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),4.16,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-300, pipette_tip_type=200),3.91,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),4.14,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-300, pipette_tip_type=200),3.93,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),4.13,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-300, pipette_tip_type=200),4.07,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),4.16,
Wait 5 seconds,delay,5,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-300, pipette_tip_type=200),3.98,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),4.07,
Wait 3 seconds,delay,3,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=None, turn_off_air_valve=True),4.09,
Wait 5 minutes,delay,300.0,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),35.77,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-300, pipette_tip_type=200),4.14,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),4.26,
Wait 2 seconds,delay,2,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=None, turn_off_air_valve=True),4.04,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.19,
Aspirate 75 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=750, pressure=-300, pipette_tip_type=200),4.21,
Dispense 75 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=750, pressure=None, turn_off_air_valve=True),4.37,
Aspirate 75 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=750, pressure=-300, pipette_tip_type=200),4.15,
Dispense 75 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=750, pressure=None, turn_off_air_valve=True),4.53,
Aspirate 37 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=370, pressure=-300, pipette_tip_type=200),4.04,
Dispense 37 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=370, pressure=100, turn_off_air_valve=True),4.26,
Aspirate 60 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=600, pressure=-300, pipette_tip_type=200),4.13,
Dispense 60 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=600, pressure=None, turn_off_air_valve=True),4.27,
Aspirate 60 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=600, pressure=-300, pipette_tip_type=200),4.2,
Dispense 60 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=600, pressure=None, turn_off_air_valve=True),4.19,
Aspirate 60 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=600, pressure=-300, pipette_tip_type=200),4.09,
Dispense 60 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=600, pressure=None, turn_off_air_valve=True),4.21,
Wait 3 seconds,delay,3,
Dispense 30 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=300, pressure=None, turn_off_air_valve=True),4.02,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),58.84,
Wait 5 minutes,delay,300.0,
Wait 2 minutes,delay,120.0,
Aspirate 87 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=870, pressure=-300, pipette_tip_type=200),4.18,
Dispense 87 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=870, pressure=None, turn_off_air_valve=True),4.33,
Wait 3 seconds,delay,3,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=None, turn_off_air_valve=True),4.04,
Aspirate 76 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=760, pressure=-300, pipette_tip_type=200),4.18,
Dispense 76 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=760, pressure=None, turn_off_air_valve=True),4.32,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-300, pipette_tip_type=200),4.3,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=None, turn_off_air_valve=True),4.48,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-300, pipette_tip_type=200),4.34,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=None, turn_off_air_valve=True),4.47,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-300, pipette_tip_type=200),4.31,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=None, turn_off_air_valve=True),4.51,
Wait 3 seconds,delay,3,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),4.21,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),58.32,
Wait 5 minutes,delay,300.0,
Wait 2 minutes,delay,120.0,
Aspirate 165 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1650, pressure=-300, pipette_tip_type=200),4.55,
Dispense 165 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1650, pressure=None, turn_off_air_valve=True),4.95,
Wait 3 seconds,delay,3,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),4.05,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.14,
Aspirate 200 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=2000, pressure=-300, pipette_tip_type=200),4.51,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=None, turn_off_air_valve=True),13.67,
Wait 10 seconds,delay,10,
Aspirate 200 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=2000, pressure=-300, pipette_tip_type=200),13.76,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=None, turn_off_air_valve=True),13.75,
Wait 3 seconds,delay,3,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),13.73,
Aspirate 200 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=2000, pressure=-300, pipette_tip_type=200),13.76,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=None, turn_off_air_valve=True),13.63,
Wait 10 seconds,delay,10,
Aspirate 200 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=2000, pressure=-300, pipette_tip_type=200),13.74,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=None, turn_off_air_valve=True),13.78,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.14,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-300, pipette_tip_type=50),4.05,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=None, turn_off_air_valve=True),4.02,
Wait 5 minutes,delay,300.0,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.11,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-300, pipette_tip_type=200),4.03,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),4.19,
Aspirate 30 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=300, pressure=-300, pipette_tip_type=200),4.08,
Dispense 30 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=300, pressure=None, turn_off_air_valve=True),4.07,
Aspirate 30 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=300, pressure=-300, pipette_tip_type=200),4.04,
Dispense 30 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=300, pressure=None, turn_off_air_valve=True),4.07,
Aspirate 30 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=300, pressure=-300, pipette_tip_type=200),4.06,
Dispense 30 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=300, pressure=None, turn_off_air_valve=True),4.04,
Wait 10 seconds,delay,10,
Aspirate 30 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=300, pressure=-300, pipette_tip_type=200),4.08,
Dispense 30 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=300, pressure=None, turn_off_air_valve=True),4.08,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),2.43,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=None, turn_off_air_valve=True),4.03,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-595000, velocity='800000'),3.99,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),47.84,
Wait 3 minutes,delay,180.0,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
Wait 40 seconds,delay,40,
Wait 80 seconds,delay,80,
